Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
SCI,"Service Corp International",42.02,0.42,+1.01%,42.19,41.75,942700,05/03/19
SEIC,"Sei Investments CO",53.65,0.03,+0.06%,54.26,53.61,563200,05/03/19
SF,"Stifel Financial Corp",59.69,1.27,+2.17%,59.9,58.53,412800,05/03/19
SFM,"Sprouts Farmers Mark",22.13,-0.31,-1.38%,22.59,22.09,1918400,05/03/19
SGMS,"Scientific Games",21.82,-2.08,-8.70%,24.13,21.58,2890800,05/03/19
SIG,"Signet Jewelers Ltd",23.15,0.39,+1.71%,23.22,22.82,1715500,05/03/19
SIX,"Six Flags Entertainment Corp",54.89,0.66,+1.22%,54.99,54.22,1342100,05/03/19
SKT,"Tanger Factory Outlet Centers",18.57,0.3,+1.64%,18.66,18.22,1494600,05/03/19
SKX,"Skechers U.S.A.",32.01,0.61,+1.94%,32.07,31.4,1560300,05/03/19
SLAB,"Silicon Labs Inc",106.95,1.33,+1.26%,107.01,105,219400,05/03/19
SLGN,"Silgan Holdings",30.44,0.61,+2.04%,30.57,29.83,542700,05/03/19
SLM,"SLM Corp",10.21,0.06,+0.59%,10.3,10.16,5208000,05/03/19
SM,"Sm Energy Company",14.91,0.15,+1.02%,15.15,14.53,3542100,05/03/19
SMG,"Scotts Miracle-Gro Company",92.89,2.05,+2.26%,93.25,91.14,629300,05/03/19
SMTC,"Semtech Corp",54.57,1.13,+2.11%,54.64,52.73,249200,05/03/19
SNH,"Senior Housing Properties Trust",8.47,0.35,+4.31%,8.57,8.11,3391000,05/03/19
SNV,"Synovus Financial Corp",37.51,0.89,+2.43%,37.54,36.72,1671100,05/03/19
SNX,"Synnex Corp",108.89,2.54,+2.39%,108.95,106.02,213300,05/03/19
SON,"Sonoco Products Company",64.02,0.87,+1.38%,64.06,63.31,420100,05/03/19
SR,"Spire Inc",85.55,1,+1.18%,86.26,84.8,220700,05/03/19
SRCL,"Stericycle Inc",52.01,-5.24,-9.15%,52.37,47.51,9453000,05/03/19
STE,"Steris Corp",133.23,1.27,+0.96%,134.99,132.95,476400,05/03/19
STL,"Sterling Bancorp",21.83,0.17,+0.78%,21.92,21.56,1873500,05/03/19
STLD,"Steel Dynamics Inc",33.1,1.37,+4.32%,33.33,31.94,2331600,05/03/19
SWN,"Southwestern Energy Company",3.93,0.13,+3.42%,3.99,3.82,13531300,05/03/19
SWX,"Southwest Gas Corp",83.6,1.46,+1.78%,83.95,82.52,230600,05/03/19
SXT,"Sensient Technologies Corp",72.46,1.46,+2.06%,72.67,71.42,365400,05/03/19
SYNA,"Synaptics Inc",36.24,-0.03,-0.08%,36.92,36.16,748200,05/03/19
SYNH,"Syneos Health Inc",47.27,0.56,+1.20%,47.44,46.29,485200,05/03/19
TCBI,"Texas Capital Bncsh",66.13,0.83,+1.27%,66.15,64.57,580300,05/03/19
TCF,"TCF Financial Corp",22.55,0.43,+1.94%,22.56,22.18,1154900,05/03/19
TCO,"Taubman Centers",51.57,0.42,+0.82%,51.85,50.5,230600,05/03/19
TDC,"Teradata Corp",39.33,-4.39,-10.04%,41.44,39,6209300,05/03/19
TDS,"Telephone and Data Systems",33.68,1.2,+3.69%,34.12,32.64,1000400,05/03/19
TDY,"Teledyne Technologies Inc",249.13,4.75,+1.94%,249.67,245.15,158400,05/03/19
TECD,"Tech Data Cp",107.31,1.71,+1.62%,107.57,105.75,181100,05/03/19
TECH,"Bio-Techne Cp",205.57,4.24,+2.11%,205.71,201.95,118000,05/03/19
TER,"Teradyne Inc",49.43,0.47,+0.96%,49.46,48.94,1907500,05/03/19
TEX,"Terex Corp",32.57,0.78,+2.45%,32.6,31.85,1233900,05/03/19
TGNA,"Tegna Inc",15.39,0.04,+0.26%,15.6,15.3,2070400,05/03/19
THC,"Tenet Healthcare Corp",21.4,0.23,+1.09%,21.58,21.11,1131100,05/03/19
THG,"The Hanover Insurance Group",121.09,-0.17,-0.14%,122.04,120.56,173800,05/03/19
THO,"Thor Industries",66.07,1.08,+1.66%,66.2,64.93,680100,05/03/19
THS,"Treehouse Foods",58.08,-1.08,-1.83%,59.4,56.52,2426700,05/03/19
TKR,"Timken Company",52.16,1.63,+3.23%,52.31,50.72,1000000,05/03/19
TOL,"Toll Brothers Inc",38.94,0.64,+1.67%,38.99,37.79,1767400,05/03/19
TPH,"Tri Pointe Homes Inc",13.74,0.33,+2.46%,13.82,13.36,1446900,05/03/19
TPX,"Tempur-Pedic International Inc",65.45,-0.78,-1.18%,68.42,64.37,1269700,05/03/19
TR,"Tootsie Roll Industries",38.86,0.7,+1.83%,39,38.25,97800,05/03/19
TREE,"Lendingtree Inc",391.03,9.01,+2.36%,391.2,379.3,171000,05/03/19
TREX,"Trex Company",67.7,2.8,+4.31%,68,65.1,821500,05/03/19
TRMB,"Trimble Navigation",43.35,1.23,+2.92%,43.37,42.2,1407700,05/03/19
TRMK,"Trustmark Corp",36.44,0.39,+1.08%,36.53,35.71,306300,05/03/19
TRN,"Trinity Industries",22.23,0.66,+3.06%,22.25,21.57,1110400,05/03/19
TTC,"Toro Company",74.75,1.3,+1.77%,75.13,73.72,293800,05/03/19
TUP,"Tupperware Corp",23.87,0.76,+3.29%,23.94,23.35,623300,05/03/19
TXRH,"Texas Roadhouse Inc",54.72,1.59,+2.99%,54.81,53.12,1242100,05/03/19
TYL,"Tyler Technologies",218.29,2.26,+1.05%,220,215.53,270300,05/03/19
UBSI,"United Bkshs Inc",39.6,0.85,+2.19%,39.62,38.81,496200,05/03/19
UE,"Urban Edge Properties",18.31,0.21,+1.16%,18.38,18.03,1122500,05/03/19
UFS,"Domtar Corp",47.09,1.96,+4.34%,47.15,46.06,1085300,05/03/19
UGI,"Ugi Corp",54.71,0.78,+1.45%,55.04,54.08,1143000,05/03/19
ULTI,"Ultimate Software",331.36,0.09,+0.03%,331.42,331.25,1531000,05/02/19
UMBF,"Ump Financial Corp",71.18,1.61,+2.31%,71.23,69.66,172800,05/03/19
UMPQ,"Umpqua Holdings Corp",17.84,0.31,+1.77%,17.84,17.54,1044200,05/03/19
UNIT,"Uniti Group Inc",10.95,0.4,+3.79%,11,10.51,4145800,05/03/19
URBN,"Urban Outfitters Inc",30.01,-0.09,-0.30%,30.34,29.61,1911900,05/03/19
UTHR,"United Therapeutic",98.64,-2.61,-2.58%,101.91,97.62,869300,05/03/19
VAC,"Marriot Vacations Worldwide Cor",107.25,2.42,+2.31%,107.33,105.48,416700,05/03/19
VC,"Visteon Corp",64.73,-0.65,-0.99%,66,63.74,422000,05/03/19
VLY,"Valley National Bancorp",10.65,0.21,+2.01%,10.67,10.46,1301000,05/03/19
VMI,"Valmont Industries",132.83,1.52,+1.16%,133.5,132.24,132600,05/03/19
VSAT,"Viasat Inc",91.89,1.66,+1.84%,92.43,90.14,416300,05/03/19
VSH,"Vishay Intertechnology",20.04,0.48,+2.45%,20.05,19.58,757100,05/03/19
VSM,"Versum Materials Inc",52.28,0.17,+0.33%,52.3,52.12,1577200,05/03/19
VVV,"Valvoline Inc",18,0.78,+4.53%,18.1,17.23,1798000,05/03/19
WAFD,"Washington Federal",33.2,0.36,+1.10%,33.39,32.81,296200,05/03/19
WBS,"Webster Financial Corp",53.59,0.52,+0.98%,53.72,52.81,287400,05/03/19
WEN,"Wendys Company",18.43,0.01,+0.05%,18.53,18.29,3977200,05/03/19
WERN,"Werner Enterprise",33.48,0.56,+1.70%,33.57,32.85,420500,05/03/19
WEX,"Wex Inc",208.09,3.85,+1.89%,208.19,204.83,279900,05/03/19
WH,"Wyndham Hotels & Resorts Inc",56.58,-0.31,-0.54%,57.26,56.57,820700,05/03/19
WOR,"Worthington Industries",41.19,1.67,+4.23%,41.52,40.01,301300,05/03/19
WPX,"Wpx Energy Inc",12.79,0.28,+2.24%,12.85,12.48,7575900,05/03/19
WRB,"W.R. Berkley Corp",61.5,0.36,+0.59%,61.75,61.15,332700,05/03/19
WRI,"Weingarten Realty Investors",29.16,-0.01,-0.03%,29.41,28.93,859800,05/03/19
WSM,Williams-Sonoma,56.64,-0.14,-0.25%,56.98,55.97,1486600,05/03/19
WSO,"Watsco Inc",160.39,2.5,+1.58%,160.74,157.83,210100,05/03/19
WST,"West Pharmaceutical Services",122.85,1.01,+0.83%,123.19,122.01,433400,05/03/19
WTFC,"Wintrust Finl Corp",77.15,0.95,+1.25%,77.37,75.61,213700,05/03/19
WTR,"Aqua America",38.09,-0.3,-0.78%,38.73,37.75,1835400,05/03/19
WW,"Weight Watchers International Inc",22.96,2.65,+13.05%,24.4,22.19,14951801,05/03/19
WWD,"Woodward Inc",112.34,3.82,+3.52%,112.38,108.89,362300,05/03/19
WWE,"World Wrestling Entertainment",85.8,0.2,+0.23%,86.7,84.65,1119000,05/03/19
WYND,"Wyndham Destinations Inc",44.63,0.92,+2.10%,44.73,43.73,746300,05/03/19
X,"United States Steel Corp",16.88,2.49,+17.30%,16.99,14.88,43786598,05/03/19
XPO,"Xpo Logistics Inc",64.45,0.35,+0.55%,65.64,64.24,5811500,05/03/19
Y,"Alleghany Corp",662.82,7.52,+1.15%,663.96,656,53400,05/03/19
YELP,"Yelp Inc",40.98,0.79,+1.97%,40.99,40.3,1038000,05/03/19
ZBRA,"Zebra Technologies",206.46,0.52,+0.25%,208.48,204.54,506300,05/03/19
"Downloaded from Barchart.com as of 05-04-2019 02:34am CDT"
