Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
TBI,"Trueblue Inc",24.68,0.2,+0.82%,24.84,24.39,182700,05/03/19
TBK,"Triumph Bancorp",31.38,0.34,+1.10%,31.38,30.94,146500,05/03/19
TCMD,"Tactile Systems Technology Inc",53.38,2.24,+4.38%,53.72,51.09,203200,05/03/19
TG,"Tredegar Corp",18.14,0.62,+3.54%,18.26,17.53,63200,05/03/19
TGI,"Triumph Group",23.88,0.54,+2.31%,23.91,23.17,338300,05/03/19
THRM,"Gentherm Inc",41.57,0.69,+1.69%,41.65,40.99,257300,05/03/19
TILE,"Interface Inc",16.54,0.86,+5.48%,16.58,15.79,318200,05/03/19
TISI,"Team Inc",17.04,-0.21,-1.22%,17.56,16.97,211400,05/03/19
TIVO,"Tivo Corp",9.29,0.24,+2.65%,9.38,9.09,696500,05/03/19
TLRD,"Tailored Brands Inc",8.31,0.24,+2.97%,8.39,8.1,1772100,05/03/19
TMP,Tompkinstrustco,83.73,1.96,+2.40%,83.73,81.07,55500,05/03/19
TMST,"Timken Steel Corp",10.65,0.83,+8.45%,10.68,9.85,390500,05/03/19
